2015-07-09 21:56:47,311 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 21:57:05,964 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 21:57:27,883 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 21:59:02,329 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:03:44,695 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:04:35,315 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:15:03,380 - __main__ - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:15:21,527 - Nx - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:15:58,132 - Nx - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
2015-07-09 22:16:22,025 - Nx - INFO - Nx init with [{'kw': '\xe8\x82\xa1\xe6\x8c\x87', 'name': 'gz'}, {'kw': '600556', 'name': 'hq'}, {'kw': '600666', 'name': 'xnyy'}, {'kw': '002186', 'name': 'qjd'}]
